token,lem
wonderful,wonderful
throwback,throwback
gone,go
dynamic,dynamic
thriving,thriving
visit,visit
live,live
seashore,seashore
protected,protect
maintaining,maintain
pristine,pristine
marshes,marsh
pitch,pitch
pines,pine
scrub,scrub
oak,oak
bayberry,bayberry
interplaying,interplaye
view,view
worthy,worthy
painting,painting
run,run
owns,own
acre,acre
popularity,popularity
outer,outer
tourist,tourist
destination,destination
allowed,allow
overdevelop,overdevelop
retained,retain
beauty,beauty
charm,charm
rentals,rental
vacation,vacation
targeting,target
tourists,tourist
continues,continue
embrace,embrace
rich,rich
want,want
ocean,ocean
chart,chart
perfect,perfect
lodging,lodging
inn,inn
inns,inn
activity,activity
interested,interested
fulfill,fulfill
desire,desire
pastimes,pastime
don,don
waterfront,waterfront
hobby,hobby
rolling,rolling
downloaded,download
increments,increment
minute,minute
requires,require
request,request
type,type
calculator,calculator
commissioners,commissioner
value,value
investments,investment
protectiongoals,protectiongoal
pursue,pursue
energies,energy
proactively,proactively
entities,entity
shore,shore
approaches,approach
diversification,diversification
regionally,regionally
educate,educate
fragile,fragile
ecosystems,ecosystem
coral,coral
reef,reef
reefs,reef
collaboration,collaboration
governmental,governmental
challenged,challenge
generally,generally
revises,revise
express,express
undertaking,undertake
regionwide,regionwide
lifetime,lifetime
smart,smart
meter,meter
contracting,contracting
partial,partial
documents,document
xeriscapes,xeriscape
moves,move
phases,phase
covered,cover
streetlights,streetlight
lights,light
saving,saving
component,component
proved,prove
effective,effective
worked,work
department,department
surveyed,survey
conforming,conform
residences,residence
assess,assess
offsets,offset
cps,cps
nuclear,nuclear
surges,surge
disrupt,disrupt
katrina,katrina
aggregate,aggregate
losses,loss
gross,gross
product,product
ike,ike
damages,damage
largest,large
refineries,refinery
distance,distance
greatly,greatly
gasoline,gasoline
shutdown,shutdown
shortages,shortage
pose,pose
petroleum,petroleum
refined,refine
chemical,chemical
manufacturing,manufacturing
toxic,toxic
releases,release
involved,involve
gallons,gallon
measured,measure
convenience,convenience
note,note
tonnage,tonnage
applies,apply
proposed,propose
trail,trail
notify,notify
therm,therm
seawall,seawall
tides,tide
navd,navd
marginal,marginal
remaining,remain
modifications,modification
waiting,wait
commission,commission
approval,approval
revise,revise
definitions,definition
vertical,vertical
datum,datum
barriers,barrier
rip,rip
rap,rap
interface,interface
minimum,minimum
elevations,elevation
ft,ft
uniformly,uniformly
ft•requires,ft•require
reconstruction,reconstruction
repair,repair
triggered•requires,triggered•require
seawalls,seawall
good,good
transitions,transition
fixed,fix
floating,float
docks•requires,docks•require
tidal,tidal
entering,enter
rights,right
initiated,initiate
repairs,repair
commencing,commence
owner,owner
receiving,receive
citationapproximately,citationapproximately
privately,privately
owned,own
walls,wall
raise,raise
replace,replace
managed,manage
equate,equate
replacement,replacement
noted,note
shorelines,shoreline
fortified,fortify
reference,reference
lf,lf
wall,wall
installed,instal
replaced,replace
installations,installation
marina,marina
applications,application
structurally,structurally
sound,sound
impermeable,impermeable
couple,couple
raised,raise
dramatically,dramatically
placing,place
strain,strain
react,react
employee,employee
smaller,small
fishery,fishery
ongoing,ongoing
historic,historic
fifth,fifth
directive,directive
mandated,mandate
cooperated,cooperate
garcetti,garcetti
drop,drop
highlighting,highlight
connecting,connect
angelenos,angeleno
practical,practical
tips,tip
tools,tool
successful,successful
meeting,meet
potable,potable
analysis,analysis
considers,consider
thunderstorms,thunderstorm
paired,pair
lightening,lightening
notable,notable
clear,clear
inaccurate,inaccurate
women,woman
girls,girl
saws,saw
nationally,nationally
locations,location
recyclables,recyclable
electronics,electronic
terracycle,terracycle
bar,bar
wrappers,wrapper
pop,pop
tabs,tab
soda,soda
cans,can
batteries,battery
light,light
bulbs,bulb
meant,mean
employees,employee
faced,face
defined,define
calfire,calfire
equal,equal
skirball,skirball
andwildland,andwildland
destroying,destroy
season,season
recorded,record
history,history
characterized,characterize
dry,dry
summers,summer
adjusts,adjust
newnormal,newnormal
followed,follow
rains,rain
intensify,intensify
climatic,climatic
terrains,terrain
attractive,attractive
overcrowding,overcrowding
grows,grow
frequent,frequent
devastating,devastate
prime,prime
example,example
occurred,occur
shortly,shortly
engulfed,engulf
claimed,claim
mudslide,mudslide
fatalities,fatality
demonstrates,demonstrate
thedangerous,thedangerous
possibility,possibility
irreversible,irreversible
distribute,distribute
easier,easy
build,build
prioritize,prioritize
burden,burden
mapping,mapping
vector,vector
borne,borne
employment,employment
effected,effect
sent,send
closely,closely
developing,develop
series,series
compost,compost
requiring,require
compostable,compostable
disposable,disposable
ware,ware
banning,ban
plastic,plastic
straws,straw
manner,manner
ensures,ensure
equitably,equitably
metric,metric
tonnes,tonne
gdp,gdp
targeted,target
tracks,track
municipally,municipally
roadmap,roadmap
derived,derive
ccapg,ccapg
recommends,recommend
sequence,sequence
sensitivity,sensitivity
evaluate,evaluate
anticipated,anticipated
onset,onset
certainty,certainty
priorities,priority
phasing,phasing
imported,import
induced,induce
securitydevelop,securitydevelop
strategythese,strategythese
metrics,metric
passage,passage
backup,backup
sites,site
convene,convene
permanent,permanent
feeding,feeding
task,task
forcemapping,forcemappe
tool,tool
indicating,indicate
overlaid,overlaid
needsoahu,needsoahu
placecompleted,placecompleted
assessmentnumber,assessmentnumber
establishing,establish
tests,test
beps,bep
title,title
median,median
star,star
equivalent,equivalent
creating,create
success,success
benchmarking,benchmarking
benchmark,benchmark
subject,subject
ratchet,ratchet
footage,footage
compliance,compliance
cycle,cycle
bring,bring
paths,path
details,detail
rules,rule
finalized,finalize
doee,doee
committee,committee
coordinated,coordinate
meets,meet
annually,annually
looks,look
collaboratively,collaboratively
shared,shared
aware,aware
onsite,onsite
consortium,consortium
convenes,convene
solicit,solicit
facing,face
zones,zone
initiativedouble,initiativedouble
source,source
responses,response
standing,standing
points,point
company,company
pays,pay
electrical,electrical
happy,happy
zoo,zoo
police,police
headquarters,headquarters
fund,fund
rebate,rebate
checks,check
surcharge,surcharge
workbook,workbook
contains,contain
resort,resort
rule,rule
swell,swell
bisected,bisect
negligible,negligible
dated,date
vital,vital
mode,mode
occupant,occupant
travel,travel
sharing,share
split,split
biking,biking
ridesharing,ridesharing
unstable,unstable
hillside,hillside
possible,possible
minor,minor
pas,pas
cars,car
experience,experience
perimeter,perimeter
steep,steep
slopes,slope
ski,ski
productivity,productivity
recovery,recovery
situations,situation
damming,dam
densely,densely
forested,forest
prohibiting,prohibit
appropriations,appropriation
constantly,constantly
dense,dense
struggle,struggle
densification,densification
stresses,stress
widespread,widespread
hours,hour
outcomes,outcome
stock,stock
offered,offer
assists,assist
house,house
comfort,comfort
eligible,eligible
farmer,farmer
redistributing,redistribute
unused,unused
deploy,deploy
duty,duty
garbage,garbage
box,box
charged,charge
tied,tie
fast,fast
charges,charge
shave,shave
peaks,peak
deployment,deployment
passed,pass
stretch,stretch
versions,version
realize,realize
constructionstandards,constructionstandard
renovated,renovate
beginning,begin
berequired,berequire
basicmetrics,basicmetric
prescribe,prescribe
giving,give
flexibility,flexibility
reachtargets,reachtarget
incremental,incremental
newly,newly
edible,edible
pollinator,pollinator
select,select
trends,trend
beachfrom,beachfrom
naturally,naturally
accreting,accrete
eroding,erode
increasedepisodic,increasedepisodic
waves,wave
anabove,anabove
thelong,thelong
fluctuations,fluctuation
lake,lake
severely,severely
andflooding,andfloode
assea,assea
rises,rise
atan,atan
adopt,adopt
audit,audit
optimization,optimization
complimentary,complimentary
financing,financing
multimodal,multimodal
hydrogen,hydrogen
fueling,fueling
fueled,fuel
vessels,vessel
universal,universal
plugs,plug
partner,partner
envirospark,envirospark
pay,pay
fees,fee
busiest,busy
garages,garage
customer,customer
ev,ev
firc,firc
intercultural,intercultural
resulting,result
quicker,quick
melt,melt
streams,stream
mid,mid
threatening,threaten
summertime,summertime
irrigation,irrigation
rely,rely
decline,decline
deforestation,deforestation
tensions,tension
rural,rural
negatively,negatively
lunches,lunch
breakfasts,breakfast
guests,guest
pantry,pantry
monthly,monthly
eliminated,eliminate
purchased,purchase
slightly,slightly
answers,answer
questions,question
aspects,aspect
functions,function
apg,apg
versed,versed
emisssions,emisssion
provider,provider
providence,providence
faces,face
leads,lead
separate,separate
catch,catch
cleaned,clean
gave,give
d,d
grade,grade
consent,consent
underway,underway
exploring,explore
implications,implication
balanced,balance
assessing,assess
guideway,guideway
modes,mode
locate,locate
stops,stop
coordinate,coordinate
convenient,convenient
mixed,mixed
ensure,ensure
luncheon,luncheon
commerce,commerce
dozens,dozen
sewage,sewage
authorized,authorize
lessen,lessen
pollution,pollution
disbursed,disburse
adds,add
seaport,seaport
voluntarily,voluntarily
evaluating,evaluate
discussions,discussion
expedited,expedite
purified,purified
underground,underground
foundations,foundation
bay,bay
handle,handle
spillage,spillage
saltwater,saltwater
alter,alter
biotic,biotic
breakdown,breakdown
harder,hard
edges,edge
inundation,inundation
wetland,wetland
causing,cause
contents,content
inundations,inundation
elimination,elimination
occupations,occupation
ordered,order
spending,spending
cuts,cut
commonly,commonly
referred,refer
sequestration,sequestration
deficit,deficit
amended,amend
statistics,statistic
appropriation,appropriation
measuring,measure
occupation,occupation
career,career
publications,publication
vulnerabilities,vulnerability
paramount,paramount
examples,example
rider,rider
apps,app
tracking,tracking
route,route
bins,bin
optimize,optimize
overcome,overcome
experiencing,experience
dispersed,dispersed
gain,gain
bag,bag
ban,ban
sponsor,sponsor
vendor,vendor
focuses,focus
alliance,alliance
verification,verification
cecap,cecap
conditional,conditional
selected,select
commonwealth,commonwealth
fall,fall
link,link
scroll,scroll
participants,participant
viewed,view
fourth,fourth
slides,slide
session,session
assurance,assurance
